emp_no,first_name,last_name,from_date,to_date,titles,dept_name
46739,Goncalo,Douceur,1986-02-14,9999-01-01,Senior Engineer,Production
46740,Denis,Kisuki,1998-08-14,9999-01-01,Senior Staff,Human Resources
46749,Gaetan,Lamparter,1988-01-22,1994-01-21,Engineer,Development
46755,Jenwei,Frezza,2000-07-14,9999-01-01,Senior Staff,Sales
46757,Supot,Delgrange,1985-02-25,1993-02-25,Engineer,Development
46768,Shimshon,Narahari,1998-04-19,9999-01-01,Senior Staff,Human Resources
46773,Vojin,Parveen,1991-02-20,1996-02-20,Engineer,Development
46838,Yakichi,Marzano,1996-10-25,9999-01-01,Senior Staff,Sales
46853,Aiichiro,Walston,1997-07-17,9999-01-01,Senior Staff,Sales
46858,Lubomir,Gente,1993-11-05,9999-01-01,Senior Staff,Sales
46864,Ferdinand,Sooriamurthi,1999-01-19,9999-01-01,Senior Staff,Sales
46866,Sangeeta,Garnham,1987-11-18,9999-01-01,Senior Staff,Research
46882,Ebbe,Swist,1996-12-03,9999-01-01,Senior Staff,Customer Service
46901,Krisda,Orlowska,1999-12-03,9999-01-01,Engineer,Quality Management
46927,Khaled,Matheson,2000-01-25,9999-01-01,Senior Staff,Human Resources
46953,Lucien,Luga,1992-10-19,9999-01-01,Senior Staff,Research
46959,Dulce,Haldar,1988-02-13,1995-02-13,Engineer,Development
46960,Adas,Ranze,1987-06-27,1996-06-26,Engineer,Production
46964,Tiina,McClure,1987-01-11,1996-01-11,Engineer,Development
46974,Shigehiro,Melski,1985-08-17,1991-08-17,Engineer,Development
46984,Pascal,Kandlur,1995-07-26,2001-07-25,Engineer,Development
46993,Brigham,Swab,1999-05-06,9999-01-01,Technique Leader,Quality Management
47005,Eric,Selvestrel,1997-08-12,9999-01-01,Senior Staff,Sales
47008,Radhika,Narlikar,1996-05-08,2001-05-08,Engineer,Development
47010,Goh,Nannarelli,1996-06-07,9999-01-01,Senior Staff,Sales
47013,Kerhong,Straney,1999-06-22,9999-01-01,Engineer,Development
47021,Mang,Paludetto,1993-11-12,9999-01-01,Senior Staff,Research
47022,Mostafa,Terlouw,1995-11-23,9999-01-01,Staff,Sales
47034,Mario,Krupka,1994-08-28,9999-01-01,Senior Staff,Human Resources
47038,Nathan,Krohn,1986-04-12,1991-04-12,Engineer,Production
47047,Shugo,Nourani,1993-11-28,2001-11-28,Assistant Engineer,Development
47050,Aimee,Nyrup,1997-11-03,9999-01-01,Staff,Research
47056,Parto,Marciano,1996-08-28,9999-01-01,Senior Staff,Sales
47059,DAIDA,Hoppenstand,1988-03-08,9999-01-01,Senior Engineer,Production
47061,Kinh,Servi,1996-06-11,9999-01-01,Senior Staff,Sales
47084,Toshimori,Fortenbacher,1991-04-23,9999-01-01,Senior Staff,Human Resources
47088,Oddvar,Melski,1997-06-17,9999-01-01,Senior Staff,Human Resources
47094,Leni,Shimshoni,1988-09-08,1994-09-08,Assistant Engineer,Development
47103,Mamdouh,Lueh,1991-12-04,9999-01-01,Senior Staff,Research
47107,Thanasis,Pews,1988-01-30,9999-01-01,Senior Staff,Finance
47116,Oscar,Rosar,1989-04-16,9999-01-01,Senior Staff,Sales
47117,Munehiko,Zhiwei,1991-08-02,2000-08-01,Engineer,Production
47137,Valter,Marchegay,2002-01-28,9999-01-01,Senior Staff,Sales
47145,Tommaso,Plavsic,1987-06-11,1995-06-11,Engineer,Quality Management
47146,Masato,Ramaiah,1985-12-29,1992-12-29,Engineer,Production
47148,Makato,Baezner,1987-04-12,1995-04-12,Engineer,Development
47166,Chiranjit,Bade,1991-10-05,9999-01-01,Senior Staff,Research
47168,Nahum,Pell,1987-06-05,1994-06-05,Engineer,Production
47173,Lakshmi,Velasco,1995-12-23,9999-01-01,Senior Staff,Human Resources
47178,Rimon,Srimani,1987-07-28,1992-07-27,Engineer,Quality Management
47185,Premsyl,Homond,1987-05-31,1995-05-31,Assistant Engineer,Production
47203,Samphel,Fasbender,1996-10-22,9999-01-01,Staff,Human Resources
47205,Valeri,Whittlesey,1985-03-12,9999-01-01,Technique Leader,Quality Management
47215,Zhenbing,Swen,1985-09-12,1994-09-12,Engineer,Development
47224,Kankanahalli,Honiden,1986-08-17,1993-08-17,Assistant Engineer,Production
47227,Jiafu,Gulla,1990-09-28,1998-09-28,Engineer,Production
47236,Masako,Polupanov,1998-01-29,9999-01-01,Staff,Marketing
47239,Zissis,Schaad,1990-06-22,1997-06-22,Engineer,Production
47246,Teruyuki,Broder,1993-03-01,2001-03-01,Engineer,Production
47249,Jayson,Swen,1995-03-26,9999-01-01,Senior Staff,Marketing
47265,Chikako,Birke,1987-05-07,9999-01-01,Senior Staff,Sales
47282,Mihalis,Herath,1988-09-16,1994-09-16,Engineer,Development
47286,Yinlin,Kamble,1994-09-06,9999-01-01,Senior Staff,Sales
47288,Nishit,Ratnaker,1992-01-05,9999-01-01,Senior Staff,Sales
47293,Unal,Beidas,1996-06-16,2002-06-16,Engineer,Development
47299,Dmitri,Wixon,1986-05-26,1995-05-26,Engineer,Production
47311,Saeko,Baik,1997-04-17,9999-01-01,Senior Staff,Customer Service
47340,Jaber,Pokrovskii,1986-12-12,1994-12-12,Engineer,Development
47342,Shichao,Stiles,1995-03-17,9999-01-01,Senior Staff,Finance
47358,Tommaso,Lieberherr,1986-12-29,1994-12-29,Engineer,Production
47374,Yonghong,Kaiserswerth,1993-08-16,9999-01-01,Senior Staff,Finance
47376,Mats,Rouquie,2000-01-04,9999-01-01,Technique Leader,Customer Service
47379,Rance,Tchuente,1999-07-02,9999-01-01,Senior Staff,Human Resources
47383,Amabile,Melichar,1999-01-28,9999-01-01,Senior Staff,Marketing
47401,Arco,Thisen,1998-02-16,9999-01-01,Technique Leader,Quality Management
47409,Kazuhira,Buchter,1986-06-29,1994-06-29,Engineer,Production
47414,Youjian,Ratnakar,1986-05-24,1994-05-24,Engineer,Development
47438,Dayanand,Mandell,1999-02-03,9999-01-01,Staff,Marketing
47445,Masami,Kropp,1990-01-13,1995-01-13,Engineer,Production
47446,Werner,Matzke,1986-11-20,1992-11-19,Engineer,Development
47462,Beshir,Sooriamurthi,1993-09-29,9999-01-01,Senior Staff,Human Resources
47466,Mayuri,Biron,1985-08-20,1991-08-20,Engineer,Development
47470,Toong,Deville,1997-11-29,9999-01-01,Senior Staff,Human Resources
47488,Sumant,Delgrange,1996-01-12,9999-01-01,Engineer,Production
47516,Ronnie,Assaf,1995-04-01,9999-01-01,Senior Staff,Marketing
47553,Falguni,Zallocco,1999-10-07,9999-01-01,Engineer,Development
47567,Marc,Pouyioutas,1995-06-27,9999-01-01,Senior Staff,Research
47568,Jaewoo,Lagarias,1992-06-30,9999-01-01,Senior Engineer,Quality Management
47581,Jagoda,Copas,1987-03-04,9999-01-01,Senior Staff,Marketing
47586,Goncalo,Rothe,1987-01-17,9999-01-01,Senior Engineer,Quality Management
47593,Christfried,Awdeh,1994-09-05,9999-01-01,Senior Staff,Sales
47606,Howell,Versino,1993-10-13,2001-10-13,Engineer,Quality Management
47611,Eldridge,Fandrianto,1987-08-04,1992-08-03,Engineer,Production
47616,Shichao,Kulisch,1994-01-14,9999-01-01,Staff,Human Resources
47627,Alejandra,Harbusch,1988-08-03,9999-01-01,Senior Staff,Marketing
47637,Sariel,Schlegelmilch,1985-08-03,9999-01-01,Senior Staff,Finance
47640,Persi,Barreiro,1990-04-02,1998-04-01,Assistant Engineer,Development
47690,Khue,Mayerwieser,1994-05-17,9999-01-01,Senior Staff,Customer Service
47726,Huei,Bahr,1993-12-27,9999-01-01,Senior Staff,Marketing
47735,Atilio,Krichel,1997-06-19,9999-01-01,Senior Staff,Marketing
47737,Kensei,Speek,1986-01-20,9999-01-01,Senior Engineer,Development
47739,Moon,Piveteau,1994-10-22,9999-01-01,Engineer,Production
47740,Tamiya,Linares,1997-07-10,9999-01-01,Staff,Sales
47763,Yagil,Basart,1998-02-06,9999-01-01,Staff,Sales
47764,Nadjib,Demri,1991-12-21,9999-01-01,Senior Staff,Sales
47765,Mayumi,Sevcikova,1992-08-23,9999-01-01,Senior Staff,Finance
47766,Gunilla,Simmel,2002-06-17,9999-01-01,Senior Staff,Human Resources
47770,Conrado,Sridhar,1999-03-09,9999-01-01,Senior Staff,Sales
47777,Arunachalam,Zaumen,1986-07-08,1992-07-07,Engineer,Production
47798,Mohammad,Zhang,1997-10-09,9999-01-01,Engineer,Production
47821,Raimond,Mitina,1986-01-02,1991-01-02,Assistant Engineer,Development
47825,Yakichi,Chelton,1999-06-12,9999-01-01,Senior Staff,Sales
47832,Chriss,Zaccaria,1986-05-24,1992-05-23,Engineer,Production
47841,Aria,Benveniste,1999-03-02,9999-01-01,Staff,Research
47847,Renny,Rusmann,1987-03-17,9999-01-01,Senior Staff,Research
47849,Gao,Munke,1997-01-04,9999-01-01,Assistant Engineer,Development
47872,Toshimo,Attimonelli,1987-04-20,9999-01-01,Senior Staff,Customer Service
47876,Shigeaki,Orlowska,1990-09-11,9999-01-01,Senior Staff,Sales
47882,Zsolt,Solovay,1995-12-02,9999-01-01,Senior Staff,Research
47905,Subhada,Vieth,1993-11-24,9999-01-01,Engineer,Production
47906,Uma,Pulkowski,1998-01-01,9999-01-01,Staff,Human Resources
47925,Angel,Kamble,1985-03-05,9999-01-01,Senior Staff,Sales
47928,Zhensheng,Zweizig,1987-10-12,1993-10-11,Engineer,Development
47930,Apostol,Coors,1986-12-23,1994-12-23,Engineer,Development
47932,King,Ruther,1992-03-10,9999-01-01,Senior Staff,Research
47943,Martins,Puppo,1995-12-24,9999-01-01,Senior Staff,Research
47947,DAIDA,Keirsey,1986-04-25,1993-04-25,Engineer,Production
47952,Fumitaka,Motley,1997-02-05,9999-01-01,Staff,Research
47958,Jaques,Tibblin,1989-08-01,9999-01-01,Senior Engineer,Development
47965,Kotesh,Remmers,1987-06-16,9999-01-01,Senior Staff,Sales
47969,Tuval,Rosis,1986-06-25,9999-01-01,Senior Staff,Sales
47981,Barna,Peng,1985-11-16,1994-11-16,Assistant Engineer,Development
47988,Mohan,Frezza,1988-10-11,9999-01-01,Senior Staff,Research
47996,Hirochika,Itschner,2001-12-09,9999-01-01,Senior Staff,Marketing
47997,Babette,Botman,1988-05-06,1993-05-06,Engineer,Quality Management
47998,Rance,Karner,1995-07-18,9999-01-01,Senior Staff,Human Resources
48008,Goncalo,Gulak,1992-03-18,9999-01-01,Senior Staff,Finance
48020,Nobuyoshi,Strandh,1988-07-31,1997-07-31,Engineer,Development
48027,Snehasis,Servieres,1994-05-29,9999-01-01,Senior Staff,Research
48028,Steve,Bach,1988-10-30,1994-10-30,Assistant Engineer,Development
48031,Bezalel,Klassen,1987-05-21,9999-01-01,Senior Engineer,Development
48043,Visit,Murtafg,1986-09-27,1993-09-27,Assistant Engineer,Production
48044,Zhonghui,Luga,1992-02-29,9999-01-01,Senior Staff,Sales
48058,Duke,Peltason,1987-07-31,9999-01-01,Senior Engineer,Development
48071,Rafail,Dulay,1991-03-05,9999-01-01,Senior Staff,Sales
48077,Adly,Engberts,1994-05-27,9999-01-01,Senior Staff,Human Resources
48080,Florina,Coorg,1988-01-11,1994-01-10,Engineer,Production
48092,Shuichi,Furudate,1990-03-13,9999-01-01,Senior Staff,Sales
48108,Shaowei,Cairo,1998-01-28,9999-01-01,Engineer,Quality Management
48116,Jianhao,Suomi,1987-04-14,9999-01-01,Senior Engineer,Development
48127,Barna,Thisen,1986-11-20,1995-11-20,Engineer,Development
48129,Froduald,Standera,1987-04-01,1992-03-31,Engineer,Quality Management
48131,Arne,Bharadwaj,1998-08-31,9999-01-01,Senior Staff,Research
48139,Perry,Bultermann,1993-08-19,9999-01-01,Senior Staff,Sales
48149,Sivanarayana,Nergos,1989-03-19,9999-01-01,Senior Staff,Finance
48154,Baocai,Baba,1993-09-11,9999-01-01,Senior Staff,Research
48161,Khalid,Gustavson,1986-10-21,1992-10-20,Engineer,Research
48176,Hauke,Templeman,1998-10-26,9999-01-01,Staff,Customer Service
48177,Xudong,Chinal,1986-09-11,1992-09-10,Engineer,Development
48185,Adel,Pusterhofer,1988-02-09,9999-01-01,Technique Leader,Development
48192,Eldridge,Soicher,1994-01-23,2000-01-23,Engineer,Production
48201,Leen,Valtorta,1996-01-31,9999-01-01,Senior Engineer,Production
48202,Changho,Herbst,1988-12-25,1995-12-26,Engineer,Production
48221,Willard,Gist,1985-10-10,9999-01-01,Senior Engineer,Research
48240,Mooi,Lamba,1988-04-16,1993-04-16,Engineer,Development
48243,Juyoung,Riesenhuber,1985-03-16,1992-03-16,Assistant Engineer,Development
48253,Babette,Muniz,1995-04-04,9999-01-01,Senior Staff,Customer Service
48254,Chenyi,Gomatam,1987-12-23,1995-12-23,Engineer,Development
48267,Serenella,Validov,1997-06-22,9999-01-01,Senior Engineer,Development
48268,Kazuhisa,Hutton,1992-02-09,9999-01-01,Senior Staff,Human Resources
48270,Guadalupe,Lorys,1998-05-08,9999-01-01,Senior Staff,Research
48285,Siamak,McAlpine,1988-05-12,9999-01-01,Technique Leader,Development
48286,Roded,Ranum,1994-09-02,9999-01-01,Staff,Sales
48314,Mang,Chiodo,1985-07-06,1990-07-06,Engineer,Quality Management
48327,Udaiprakash,Fandrianto,1997-07-06,9999-01-01,Engineer,Production
48332,Hailing,Kleiser,1986-04-29,9999-01-01,Senior Engineer,Production
48337,Martine,Fontet,1991-06-21,1996-06-20,Engineer,Development
48343,Sungwon,Lung,1992-06-07,9999-01-01,Technique Leader,Production
48362,Zvonko,Jording,1988-05-02,1995-05-03,Engineer,Quality Management
48368,Xuejia,Suessmith,1986-02-04,9999-01-01,Senior Staff,Research
48370,Khatoun,Pellegrinelli,1996-02-18,9999-01-01,Engineer,Production
48371,Valery,Krupka,2002-06-16,9999-01-01,Senior Staff,Sales
48375,Jaques,Aloia,1985-09-28,1993-09-28,Engineer,Quality Management
48376,Sreenivas,Wixon,1985-06-25,1990-06-25,Assistant Engineer,Production
48387,Conor,Krybus,1994-02-27,2001-02-27,Engineer,Production
48393,Kristina,Flasterstein,1999-11-22,9999-01-01,Engineer,Quality Management
48403,Hongzue,Krider,1985-08-01,9999-01-01,Senior Staff,Sales
48405,Mona,Gustavson,1985-12-11,1991-12-11,Assistant Engineer,Development
48407,Theirry,Gischer,1987-02-23,1996-02-23,Engineer,Development
48413,Sandeepan,Huhdanpaa,1993-01-15,9999-01-01,Senior Staff,Finance
48423,Szabolcs,Famili,1998-07-09,9999-01-01,Senior Engineer,Production
48426,Amstein,Conte,1992-09-07,9999-01-01,Senior Staff,Marketing
48446,Parke,Kossowski,2000-04-11,9999-01-01,Senior Staff,Finance
48472,Younwoo,Ratnaker,1993-09-27,9999-01-01,Technique Leader,Quality Management
48488,Mong,Feldmann,1987-04-18,1994-04-18,Engineer,Production
48503,Pranas,Gammage,1995-03-21,2002-03-21,Assistant Engineer,Development
48514,Dinah,Sadowsky,1996-08-25,9999-01-01,Technique Leader,Production
48521,Yurij,Tzvieli,1987-10-11,9999-01-01,Senior Engineer,Development
48524,Danae,Wursthorn,1989-06-12,1998-06-12,Assistant Engineer,Production
48525,Heeju,Eastman,1985-11-17,9999-01-01,Senior Engineer,Development
48533,Mohammed,Uhrig,1986-02-21,1994-02-21,Engineer,Production
48534,Mountaz,Bultermann,1996-05-07,9999-01-01,Senior Staff,Sales
48542,Kazuhide,Zeilberger,1997-08-04,9999-01-01,Assistant Engineer,Production
48546,Yongmin,Koblick,1999-04-02,9999-01-01,Staff,Customer Service
48557,Halsur,Picht,1993-04-21,9999-01-01,Senior Staff,Finance
48562,Tokuyasu,Cmelik,1999-04-26,9999-01-01,Senior Staff,Sales
48563,Alejandro,Candan,1994-05-29,9999-01-01,Senior Staff,Finance
48577,Peternela,Piazza,1985-03-27,9999-01-01,Senior Staff,Sales
48578,Ymte,Luiz,1989-08-07,1997-08-07,Engineer,Development
48591,Kamran,Rahier,1986-02-21,1991-02-21,Assistant Engineer,Production
48602,Seongbae,Matheson,1985-08-17,1992-08-17,Engineer,Development
48626,Jianwen,Munro,1987-06-10,9999-01-01,Senior Engineer,Development
48629,Shigeichiro,Gopalakrishnan,1988-06-17,9999-01-01,Senior Staff,Human Resources
48632,Mingsen,Butterworth,1985-11-23,1992-11-23,Engineer,Development
48646,Owen,Luby,1994-12-08,9999-01-01,Senior Staff,Finance
48648,Billur,Munck,1992-12-11,1999-12-12,Engineer,Production
48651,Vitaly,McClurg,1995-12-12,9999-01-01,Senior Staff,Sales
48658,Ravishankar,Lally,1999-06-07,9999-01-01,Engineer,Development
48672,Mantis,Servi,1991-10-19,9999-01-01,Senior Staff,Sales
48682,Karoline,Sessa,1994-09-13,9999-01-01,Staff,Sales
48683,Peer,Garnham,1996-02-03,9999-01-01,Senior Staff,Sales
48693,Quingbo,Erev,1990-11-25,9999-01-01,Senior Staff,Research
48696,Irena,Giarratana,1994-07-04,9999-01-01,Senior Staff,Sales
48701,Adly,Msuda,1987-05-10,9999-01-01,Senior Staff,Human Resources
48711,Khosrow,Schmittgen,1986-11-07,1993-11-07,Engineer,Production
48736,Feixiong,Cunliffe,1992-07-04,1998-07-04,Engineer,Development
48741,Marke,Maccarone,1997-03-14,9999-01-01,Senior Engineer,Quality Management
48751,Takanari,Luit,1997-01-30,9999-01-01,Senior Staff,Customer Service
48757,Stella,Gecseg,1993-06-19,9999-01-01,Senior Staff,Customer Service
48772,Sanjai,Hoogerwoord,1990-06-11,1997-06-11,Assistant Engineer,Development
48775,Ranga,Pillow,1992-11-24,9999-01-01,Senior Staff,Marketing
48785,Zhenhua,Pappas,1986-05-18,9999-01-01,Technique Leader,Development
48791,Kinh,Covnot,1991-11-29,9999-01-01,Senior Engineer,Quality Management
48799,Frederique,Giarratana,1987-11-18,1995-11-18,Engineer,Quality Management
48803,Yuuichi,Bhattacharjee,1985-08-10,1993-08-10,Engineer,Development
48809,Masami,Farrow,1999-01-24,9999-01-01,Engineer,Quality Management
48811,Subhada,Zlotek,1990-09-11,1997-09-11,Assistant Engineer,Production
48816,Moty,Stanger,1992-07-31,9999-01-01,Senior Staff,Research
48818,Monique,Welham,1996-12-31,9999-01-01,Staff,Sales
48832,Kitty,Clouatre,1999-12-14,9999-01-01,Technique Leader,Production
48834,Felicidad,Ferriere,1992-03-12,9999-01-01,Senior Staff,Sales
48838,Gay,Meszaros,1990-09-20,9999-01-01,Senior Staff,Sales
48840,Gay,Alpay,1996-08-08,9999-01-01,Engineer,Development
48841,Krisda,Busillo,1998-12-06,9999-01-01,Engineer,Development
48847,Pramod,Hoogerwoord,1986-07-31,1992-07-30,Engineer,Production
48862,Kersti,Farrag,1995-12-01,9999-01-01,Senior Staff,Sales
48883,Vitali,Servi,1992-08-28,9999-01-01,Senior Staff,Human Resources
48915,Qiwen,Gerteisen,1987-06-11,9999-01-01,Senior Staff,Research
48917,Rosalyn,Vernadat,1987-12-13,1996-12-12,Engineer,Quality Management
48955,Masasuke,Onuegbe,1992-10-14,9999-01-01,Senior Staff,Finance
48970,Kazuhito,Collette,1995-11-10,9999-01-01,Senior Staff,Sales
48984,Ebru,Cronan,1994-08-13,9999-01-01,Senior Staff,Sales
48985,Divine,Ozeki,1988-08-15,1993-08-15,Engineer,Production
48988,Claudi,Famili,1986-08-21,1995-08-21,Engineer,Production
48996,Navin,Gelosh,1995-01-02,9999-01-01,Technique Leader,Quality Management
48999,Boriana,Neimat,1988-01-04,1994-01-03,Engineer,Development
49003,Odoardo,Laventhal,1996-07-10,9999-01-01,Senior Staff,Sales
49007,Hiroyasu,Aamodt,1991-07-26,9999-01-01,Senior Staff,Research
49030,Monique,Thombley,1985-08-19,1993-08-19,Engineer,Production
49041,Jixiang,Sifakis,1988-01-31,9999-01-01,Senior Engineer,Quality Management
49047,Dannz,Pargaonkar,1998-11-17,9999-01-01,Technique Leader,Development
49053,Gila,Plumb,1987-11-30,1995-11-30,Engineer,Development
49062,Hailing,Zumaque,1986-04-27,1993-04-27,Engineer,Development
49075,Ravishankar,Orlowska,1985-04-24,9999-01-01,Senior Engineer,Development
49077,Kasturi,Siprelle,1993-11-07,9999-01-01,Senior Staff,Sales
49086,Kish,Macedo,1989-12-13,1996-12-13,Engineer,Production
49087,Yifei,Cools,1986-07-09,1995-07-09,Engineer,Quality Management
49091,Mabry,Papadias,1986-12-07,1993-12-07,Engineer,Development
49106,Krassimir,Lorin,1999-10-03,9999-01-01,Engineer,Quality Management
49115,Xinan,Engelmann,2000-03-18,9999-01-01,Senior Staff,Sales
49128,Sarita,Kuzuoka,1997-07-22,9999-01-01,Senior Staff,Sales
49130,Pohua,Bage,1989-10-10,1994-10-10,Engineer,Development
49138,Zhonghua,Nourani,1998-09-05,9999-01-01,Senior Engineer,Production
49174,Giri,Pollock,2002-02-14,9999-01-01,Senior Staff,Finance
49194,Nigel,Plesums,1998-05-20,9999-01-01,Staff,Sales
49202,Zhaofang,Chiola,1999-09-19,9999-01-01,Senior Staff,Sales
49224,Shrikanth,Swist,2000-05-02,9999-01-01,Senior Staff,Research
49227,Anestis,Clouatre,1998-01-01,9999-01-01,Senior Staff,Sales
49235,Heather,Shiratori,1993-02-05,2002-02-05,Engineer,Development
49242,Hongzue,Erman,1998-07-02,9999-01-01,Engineer,Development
49244,Alexius,Trelles,1998-02-09,9999-01-01,Senior Staff,Human Resources
49251,Barry,Shimshoni,1990-10-16,1995-10-16,Engineer,Production
49262,Willard,Fairtlough,1996-02-07,9999-01-01,Senior Staff,Sales
49264,Hsiangchu,Landherr,1989-02-09,9999-01-01,Senior Engineer,Research
49279,Jovan,Docker,1994-04-23,9999-01-01,Senior Staff,Research
49280,Tse,Oxman,1985-09-19,1992-09-19,Engineer,Development
49294,Mads,Peltason,2001-12-07,9999-01-01,Senior Staff,Sales
49301,Kien,Schnabel,1987-07-16,9999-01-01,Senior Engineer,Development
49306,Tuval,Iwayama,1985-09-14,1992-09-14,Engineer,Development
49310,Yechiam,Assaf,1995-12-03,9999-01-01,Senior Staff,Sales
49315,Debaprosad,Gihr,1996-03-28,9999-01-01,Senior Staff,Sales
49320,Zhigen,Ratnakar,1988-03-07,1994-03-07,Engineer,Production
49335,Gunilla,Breugel,1991-05-02,9999-01-01,Senior Staff,Sales
49340,Rosella,Egerstedt,1987-01-27,1992-01-27,Engineer,Production
49351,Pranas,Babb,1991-11-21,9999-01-01,Senior Staff,Customer Service
49353,Kristin,Lorys,1985-12-24,9999-01-01,Senior Engineer,Development
49368,Vishu,Erev,1997-12-03,9999-01-01,Senior Staff,Research
49382,Bikash,Kalefeld,1990-12-17,9999-01-01,Senior Staff,Human Resources
49383,Ipke,Krone,1987-10-23,1992-10-22,Assistant Engineer,Customer Service
49385,Vesna,Egerstedt,1988-01-21,1996-01-21,Engineer,Development
49430,Nathan,Erez,1998-04-06,9999-01-01,Senior Engineer,Development
49434,Adin,Koblitz,1985-07-01,1993-07-01,Engineer,Production
49436,Chanjung,Nitsche,1995-08-19,9999-01-01,Senior Engineer,Development
49437,Ramalingam,Anguita,1994-12-27,9999-01-01,Senior Staff,Human Resources
49438,IEEE,Krichel,1986-12-22,9999-01-01,Technique Leader,Development
49449,Tsutomu,Sifakis,1986-02-28,1991-02-28,Engineer,Production
49457,Vidya,Speek,1996-04-03,9999-01-01,Senior Staff,Human Resources
49496,Jaewoo,Butner,1994-03-05,9999-01-01,Senior Staff,Sales
49501,Yonghong,Schmezko,1985-02-12,1993-02-12,Engineer,Development
49515,Feipei,Schmiedel,1990-11-25,9999-01-01,Senior Staff,Sales
49524,Saniya,Brender,1998-08-20,9999-01-01,Staff,Sales
